42
0.24882	1.34455	0.55201
-0.47974	1.43003	0.54974
-1.17194	1.1889	0.54896
-1.68783	0.67231	0.54973
-1.93486	-0.01898	0.54945
-1.85296	-0.74427	0.54882
-1.46545	-1.36779	0.54892
-0.84736	-1.76033	0.5497
-0.1159	-1.84406	0.54858
0.57194	-1.60457	0.54974
1.09522	-1.08518	0.54789
1.33499	-0.39484	0.54886
1.25447	0.33493	0.54974
0.86552	0.95308	0.54835
0.24771	1.34063	0.71436
-0.47989	1.42181	0.71408
-1.16868	1.18347	0.71484
-1.68529	0.66904	0.71412
-1.92893	-0.01684	0.7153
-1.84615	-0.74637	0.71256
-1.46075	-1.36338	0.71445
-0.84407	-1.75302	0.71402
-0.12204	-1.83612	0.71403
0.56887	-1.59767	0.71285
1.0885	-1.08186	0.71552
1.33017	-0.39442	0.71481
1.24962	0.33132	0.71446
0.86223	0.9503	0.7147
0.24881	1.34685	0.87795
-0.47968	1.4294	0.87886
-1.17092	1.18868	0.87841
-1.69151	0.67342	0.87922
-1.93403	-0.02009	0.879
-1.85406	-0.74851	0.87998
-1.46528	-1.3677	0.87872
-0.84668	-1.75947	0.87876
-0.11846	-1.84353	0.87643
0.57373	-1.5994	0.88023
1.09519	-1.08375	0.8803
1.33662	-0.39473	0.87935
1.25513	0.3337	0.8787
0.86711	0.95524	0.88034
