133
-835.30055	107.05686	289.07528
-838.72612	105.49499	288.98198
-842.13269	103.87109	288.98515
-845.49434	102.14761	289.14168
-848.78447	100.34482	289.48689
-852.01615	98.45383	289.97024
-855.17493	96.50545	290.5922
-858.26093	94.47074	291.35804
-861.26775	92.36548	292.2631
-864.18199	90.22129	293.31072
-866.99066	87.99566	294.49278
-869.68276	85.73218	295.84308
-872.27696	83.4203	297.29873
-874.74499	81.06062	298.91456
-877.13769	78.68419	300.58813
-879.39343	76.2633	302.41624
-881.47859	73.81435	304.38509
-883.43479	71.35327	306.46134
-885.2813	68.87244	308.62621
-886.96387	66.38624	310.91615
-888.49868	63.89376	313.29536
-889.87947	61.40459	315.78197
-891.1611	58.92623	318.30345
-892.21507	56.46137	320.95839
-893.12829	54.01781	323.67663
-893.86946	51.59494	326.47602
-894.45763	49.19618	329.33258
-894.92868	46.83581	332.23366
-895.18904	44.49897	335.19672
-895.24918	42.25027	338.20334
-895.21194	40.00916	341.2597
-894.93773	37.86242	344.32814
-894.50967	35.76741	347.43872
-893.99682	33.69496	350.55517
-893.26257	31.72744	353.6939
-892.3232	29.86271	356.83362
-891.3057	28.0181	359.96091
-890.07164	26.29292	363.08312
-888.68812	24.65289	366.18781
-887.19063	23.08147	369.26404
-885.50968	21.61527	372.31467
-883.69729	20.25444	375.32295
-881.72505	18.99841	378.28116
-879.6395	17.8305	381.19974
-877.4412	16.75335	384.06219
-875.07742	15.80143	386.84963
-872.6199	14.94654	389.59363
-870.02235	14.21408	392.22695
-867.32896	13.60542	394.77699
-864.51104	13.10426	397.2461
-861.66181	12.68615	399.66252
-858.64047	12.46016	401.92316
-855.56713	12.27602	404.10547
-852.41103	12.25519	406.15602
-849.20211	12.30805	408.14723
-845.8902	12.53831	409.95187
-842.56628	12.80944	411.69245
-839.17752	13.27431	413.267
-835.7455	13.77536	414.77206
-832.27994	14.48038	416.0592
-828.78601	15.2244	417.27653
-825.27243	16.09215	418.35811
-821.74715	17.10821	419.23279
-818.22962	18.22641	419.98683
-814.70526	19.39107	420.6701
-811.20304	20.68678	421.15765
-807.71162	22.11217	421.46768
-804.26083	23.61899	421.6576
-800.8386	25.21477	421.67912
-797.45591	26.87582	421.61001
-794.14013	28.65148	421.33073
-790.88821	30.51174	420.89957
-787.66169	32.40834	420.40475
-784.54932	34.42809	419.67778
-781.5151	36.48544	418.83241
-778.56619	38.62138	417.84364
-775.66472	40.77562	416.77674
-772.92703	43.03145	415.48356
-770.26129	45.31775	414.09489
-767.72399	47.65514	412.55413
-765.29383	50.01897	410.92189
-763.0125	52.43483	409.13665
-760.8031	54.86107	407.27528
-758.76038	57.31812	405.25312
-756.87041	59.79203	403.13536
-755.11856	62.27446	400.89984
-753.5049	64.77361	398.57818
-752.05909	67.25495	396.13554
-750.73136	69.7405	393.62665
-749.54081	72.20652	391.03325
-748.61664	74.65759	388.32608
-747.75309	77.10502	385.5815
-747.05595	79.51677	382.76862
-746.57302	81.89017	379.87731
-746.21791	84.23504	376.94243
-746.06465	86.51834	373.95042
-746.04126	88.7744	370.91167
-746.21669	90.96639	367.85684
-746.48881	93.11334	364.76591
-746.97846	95.17953	361.64237
-747.64062	97.19052	358.53691
-748.50057	99.09777	355.39142
-749.44752	100.9619	352.25707
-750.58896	102.73499	349.13105
-751.87914	104.43616	346.01535
-753.3221	106.04414	342.93371
-754.87479	107.58302	339.85056
-756.63297	108.99035	336.82482
-758.542	110.30248	333.83637
-760.54766	111.52726	330.90074
-762.71559	112.63379	328.02047
-764.97547	113.6627	325.17365
-767.39713	114.55337	322.41206
-769.91327	115.35661	319.72643
-772.57993	116.00409	317.13724
-775.3136	116.57767	314.60779
-778.17515	117.01931	312.1821
-781.12777	117.3333	309.87299
-784.16095	117.56035	307.63827
-787.26818	117.6552	305.51747
-790.45571	117.61994	303.48698
-793.70052	117.50653	301.56406
-797.03166	117.23816	299.82346
-800.40702	116.87244	298.15258
-803.80248	116.41827	296.60283
-807.25564	115.77772	295.23501
-810.73367	115.08954	293.93917
-814.23922	114.24029	292.83206
-817.76014	113.2901	291.86975
-821.278	112.25595	291.01334
-824.80869	111.10108	290.32143
-828.32761	109.84256	289.77555
-831.81128	108.48249	289.35548
