196
55.39956	-33.09714	186.54705
55.48681	-21.24755	177.42155
55.56927	-6.62892	174.37413
55.44622	8.2031	178.10829
55.52638	19.62622	187.7594
55.52467	25.87183	201.25402
55.33686	25.48813	216.58616
55.50721	18.64207	229.97748
55.43668	6.54905	239.2156
55.56184	-8.08444	242.03867
55.53805	-22.67858	238.30046
55.48966	-34.21471	228.68189
55.51583	-40.45483	215.00387
55.49913	-40.09305	199.92427
72.61393	-33.829	186.24688
72.6047	-21.63859	176.89671
72.63171	-6.7995	173.86898
72.68078	7.94994	177.66425
72.542	19.55448	187.32197
72.5626	25.78806	201.14296
72.61344	25.44168	216.39509
72.63049	18.54772	229.86491
72.43449	6.43106	238.92568
72.58752	-8.40197	242.0518
72.64977	-23.05803	238.34047
72.685	-34.56107	228.65525
72.72793	-41.10538	214.6632
72.54773	-40.70045	199.719
89.792	-34.01858	185.68271
89.6506	-21.92976	176.44976
89.79922	-7.10523	173.53339
89.68497	7.84848	177.13972
89.6742	19.53038	187.02732
89.72705	25.80539	200.92169
89.65465	25.29641	216.32686
89.78801	18.47396	229.76441
89.65287	6.27549	239.00572
89.63262	-8.81467	242.01676
89.67586	-23.51193	238.25877
89.86133	-35.31962	228.46241
89.77645	-41.59806	214.68757
89.57511	-41.15063	199.3834
106.87085	-34.50049	185.34327
106.68108	-22.25337	176.0604
106.83433	-7.21809	173.08222
106.8433	7.71743	176.78153
106.80603	19.48055	186.66416
106.88687	25.92529	200.63586
106.73336	25.64689	216.07032
106.85983	18.44105	229.78778
106.89033	6.12947	239.23332
106.67945	-8.87649	242.12168
106.83493	-23.87778	238.50523
106.79936	-35.64924	228.4209
106.78048	-41.93877	214.48305
106.80638	-41.57216	199.07469
123.92986	-34.9537	185.12336
123.89779	-22.49452	175.71779
123.90807	-7.41026	172.63231
123.84582	7.65973	176.52374
123.96684	19.51186	186.40187
123.90465	25.86047	200.6568
123.96516	25.73079	215.98439
123.99699	18.5105	229.74163
123.88849	6.20863	239.16027
123.98215	-9.09296	242.34042
123.92776	-23.99553	238.26884
123.87209	-35.94919	228.51549
123.88867	-42.26122	214.35195
123.9488	-42.03232	198.91818
141.09148	-35.31536	185.0176
140.99153	-22.93668	175.1831
140.91001	-7.46884	172.36898
141.11594	7.56584	176.04288
140.98754	19.51052	186.05118
141.0849	25.8616	200.2716
141.17879	25.64327	215.78659
141.04284	18.50754	229.87487
141.01473	6.05981	239.22343
141.00982	-9.16193	242.41173
140.9851	-24.40202	238.51887
140.93041	-36.33005	228.46238
140.95678	-42.73387	214.34641
140.89357	-42.45363	198.58505
158.1646	-35.42884	184.65166
158.14204	-23.02284	175.103
158.1849	-7.57198	171.94078
158.18498	7.62865	175.83918
158.20828	19.60999	185.87625
158.19856	26.21391	200.32883
158.0944	25.95932	215.96051
158.05633	18.72877	229.81153
158.14585	6.12958	239.45605
158.12778	-9.21586	242.58771
158.13944	-24.56664	238.63052
158.1614	-36.60301	228.54738
158.15751	-42.93681	214.18361
158.1348	-42.67148	198.61692
175.36615	-35.76172	184.35624
175.23833	-23.00466	174.9009
175.29539	-7.69386	171.75104
