34
338.6724	191.24634	-355.04175
338.67342	187.38911	-355.51173
338.67324	183.68763	-356.68779
338.67125	180.26307	-358.52305
338.67354	177.23208	-360.95424
338.67234	174.70729	-363.90316
338.67486	172.7568	-367.26753
338.67325	171.46353	-370.92483
338.67019	170.86439	-374.76666
338.67243	170.98188	-378.65267
338.67213	171.81133	-382.44815
338.67298	173.32366	-386.0279
338.67082	175.4682	-389.27003
338.67092	178.17518	-392.05603
338.67053	181.34386	-394.30122
338.67211	184.87153	-395.92639
338.67028	188.63765	-396.87536
338.67207	192.51641	-397.1128
338.67075	196.36597	-396.64036
338.67239	200.06992	-395.4615
338.67347	203.49127	-393.62783
338.67238	206.51592	-391.19231
338.67252	209.04244	-388.24488
338.6725	210.98481	-384.88367
338.67414	212.27736	-381.22295
338.67054	212.87554	-377.389
338.67319	212.75753	-373.50731
338.67261	211.93032	-369.71464
338.67057	210.4185	-366.13994
338.67257	208.28094	-362.90309
338.67237	205.58176	-360.11232
338.67174	202.41199	-357.86257
338.6714	198.88433	-356.23716
338.67286	195.12299	-355.28535
